pairId,tenderA_id,tenderB_id,departmentA,departmentB,sameDepartment,categoryA,categoryB,categoryGroupA,categoryGroupB,categorySimilarity,categoryRelation,titleA,titleB,titleSimilarity,descriptionSimilarity,districtA,districtB,sameDistrict,latitudeA,longitudeA,latitudeB,longitudeB,distanceMeters,distanceKm,conflictRadiusMeters,yearA,yearB,generationStrategy,labelSource,conflictLabel
TN/MAWS/2026/4_TN/WRD/2024/8,TN/WRD/2024/8,TN/MAWS/2026/4,Water Resources Department,Municipal Administration and Water Supply Department,False,Canal Lining Work,Canal Lining Work,WATER,WATER,0.931,Related,Development of Canal Lining Work at Krishnagiri under State Plan,Construction of Canal Lining Work at Krishnagiri Zone 2,0.723,0.891,Krishnagiri,Krishnagiri,True,12.573951,78.23394,12.5432,78.228281,3474.08,3.474,5000,2024,2026,positive_same_category_close,rule_based_synthetic,1
TN/PWD/2023/122_TN/WRD/2024/170,TN/PWD/2023/122,TN/WRD/2024/170,Public Works Department,Water Resources Department,False,Street Lighting Installation,Canal Lining Work,POWER,WATER,0.19,Unrelated,Supply and Commissioning of Street Lighting Installation at Kanyakumari,Improvement of Canal Lining Work at Cuddalore Package B,0.333,0.313,Kanyakumari,Cuddalore,False,8.059561,77.520998,5.791331,78.130604,261036.66,261.037,5000,2023,2024,negative_unrelated_far,rule_based_synthetic,0
TN/HEALTH/2022/24_TN/TANGEDCO/2025/103,TN/TANGEDCO/2025/103,TN/HEALTH/2022/24,Tamil Nadu Generation and Distribution Corporation,Health and Family Welfare Department,False,Power Transmission Line Construction,Housing Scheme Construction,POWER,BUILD,0.402,Related,Development of Power Transmission Line Construction at Karur Phase II,Installation of Housing Scheme Construction at Karur Stage 1,0.605,0.067,Karur,Karur,True,10.91461,78.039671,10.933859,78.003612,4481.14,4.481,5000,2025,2022,positive_related_diff_category_close,rule_based_synthetic,1
TN/IT/2024/11_TN/IT/2024/12,TN/IT/2024/11,TN/IT/2024/12,Information Technology Department,Information Technology Department,True,Web Portal Development,Web Portal Development,IT,IT,0.952,Related,Supply and Commissioning of Web Portal Development at Namakkal Package B,Providing Web Portal Development at Namakkal Stage 1,0.71,1.0,Namakkal,Namakkal,True,11.304522,78.112721,11.30673,78.145299,3560.69,3.561,5000,2024,2024,positive_same_category_close,rule_based_synthetic,1
TN/AGRI/2021/142_TN/TOURISM/2025/26,TN/AGRI/2021/142,TN/TOURISM/2025/26,Agriculture Department,Tourism Department,False,Check Dam Construction,Catering Services,AGRI,SERVICES,0.032,Unrelated,Development of Check Dam Construction at Ariyalur Package B,Installation of Catering Services at Ariyalur Package B,0.579,0.019,Ariyalur,Ariyalur,True,11.078492,79.145341,11.104949,79.131555,3304.18,3.304,5000,2021,2025,hard_negative_close_unrelated,rule_based_synthetic,0
TN/AGRI/2024/61_TN/AGRI/2026/52,TN/AGRI/2026/52,TN/AGRI/2024/61,Agriculture Department,Agriculture Department,True,Software Development,Agricultural Godown Construction,IT,AGRI,0.046,Unrelated,Development of Software Development at Kanyakumari under Centrally Sponsored Scheme,Construction of Agricultural Godown Construction at Dindigul Zone 1,0.32,0.284,Kanyakumari,Dindigul,False,8.161354,77.519062,10.173433,77.53144,223737.1,223.737,5000,2026,2024,negative_unrelated_far,rule_based_synthetic,0
TN/HED/2025/3_TN/HED/2026/3,TN/HED/2025/3,TN/HED/2026/3,Higher Education Department,Higher Education Department,True,IT Infrastructure Services,IT Infrastructure Services,IT,IT,0.964,Related,Improvement of IT Infrastructure Services at Tirunelveli Phase I,Construction of IT Infrastructure Services at Tirunelveli under State Plan,0.754,1.0,Tirunelveli,Tirunelveli,True,8.728284,77.739937,8.71155,77.731691,2069.72,2.07,5000,2025,2026,positive_same_category_close,rule_based_synthetic,1
TN/FOREST/2026/22_TN/TWAD/2023/59,TN/FOREST/2026/22,TN/TWAD/2023/59,Forest Department,Tamil Nadu Water Supply and Drainage Board,False,Consultancy Services,Water Treatment Plant Construction,SERVICES,WATER,0.007,Unrelated,Maintenance and Repair of Consultancy Services at Krishnagiri Zone 2,Development of Water Treatment Plant Construction at Namakkal Stage 1,0.307,0.031,Krishnagiri,Namakkal,False,12.469907,78.251984,11.70238,77.300356,134125.97,134.126,5000,2026,2023,negative_unrelated_far,rule_based_synthetic,0
TN/PWD/2025/139_TN/TANGEDCO/2025/240,TN/TANGEDCO/2025/240,TN/PWD/2025/139,Tamil Nadu Generation and Distribution Corporation,Public Works Department,False,Electrical Substation Construction,Road Construction,POWER,ROAD,0.401,Related,Improvement of Electrical Substation Construction at Vellore Zone 1,Improvement of Road Construction at Namakkal Package A,0.595,0.753,Vellore,Namakkal,False,12.963072,79.197071,13.946333,78.423448,137669.76,137.67,5000,2025,2025,hard_negative_related_far,rule_based_synthetic,0
TN/FOREST/2022/19_TN/MAWS/2026/73,TN/MAWS/2026/73,TN/FOREST/2022/19,Municipal Administration and Water Supply Department,Forest Department,False,Water Pipeline Construction,Consultancy Services,WATER,SERVICES,0.055,Unrelated,Development of Water Pipeline Construction at Cuddalore,Upgradation of Consultancy Services at Thanjavur under State Plan,0.35,0.776,Cuddalore,Thanjavur,False,11.819405,79.770702,13.417161,79.641842,178211.7,178.212,5000,2026,2022,negative_unrelated_far,rule_based_synthetic,0
TN/AGRI/2021/8_TN/AGRI/2023/6,TN/AGRI/2023/6,TN/AGRI/2021/8,Agriculture Department,Agriculture Department,True,Agricultural Godown Construction,Agricultural Godown Construction,AGRI,AGRI,0.996,Related,Providing Agricultural Godown Construction at Nagapattinam Phase I,Installation of Agricultural Godown Construction at Nagapattinam under Centrally Sponsored Scheme,0.663,1.0,Nagapattinam,Nagapattinam,True,10.843543,79.798392,10.836107,79.79467,921.36,0.921,5000,2023,2021,positive_same_category_close,rule_based_synthetic,1
TN/IT/2021/89_TN/TWAD/2025/107,TN/IT/2021/89,TN/TWAD/2025/107,Information Technology Department,Tamil Nadu Water Supply and Drainage Board,False,IT Infrastructure Services,Water Pipeline Construction,IT,WATER,0.043,Unrelated,Providing IT Infrastructure Services at Karur Phase I,Installation of Water Pipeline Construction at Karur under State Plan,0.426,0.654,Karur,Karur,True,10.945505,78.064119,10.944536,78.063339,137.33,0.137,5000,2021,2025,hard_negative_close_unrelated,rule_based_synthetic,0
TN/HWD/2025/79_TN/TWAD/2025/75,TN/HWD/2025/79,TN/TWAD/2025/75,Highways Department,Tamil Nadu Water Supply and Drainage Board,False,Road Repair and Maintenance,Water Treatment Plant Construction,ROAD,WATER,0.507,Related,Construction of Road Repair and Maintenance at Sivaganga Phase I,Development of Water Treatment Plant Construction at Dindigul Phase I,0.391,0.595,Sivaganga,Dindigul,False,9.907512,78.477872,8.351646,76.385311,287584.51,287.585,5000,2025,2025,hard_negative_related_far,rule_based_synthetic,0
TN/FISHERIES/2024/22_TN/IT/2026/53,TN/FISHERIES/2024/22,TN/IT/2026/53,Fisheries Department,Information Technology Department,False,Housekeeping and Cleaning Services,Building Construction,SERVICES,BUILD,0.068,Unrelated,Upgradation of Housekeeping and Cleaning Services at Dindigul under Centrally Sponsored Scheme,Improvement of Building Construction at Kanyakumari Package A,0.181,0.031,Dindigul,Kanyakumari,False,10.336741,77.98093,10.486577,75.291968,294546.45,294.546,5000,2024,2026,negative_unrelated_far,rule_based_synthetic,0
TN/IT/2024/115_TN/TANGEDCO/2021/376,TN/IT/2024/115,TN/TANGEDCO/2021/376,Information Technology Department,Tamil Nadu Generation and Distribution Corporation,False,Networking and Data Center Setup,Transformer Installation,IT,POWER,0.051,Unrelated,Development of Networking and Data Center Setup at Madurai Zone 2,Improvement of Transformer Installation at Madurai Phase II,0.484,0.718,Madurai,Madurai,True,9.84835,78.083955,9.820545,78.090298,3168.91,3.169,5000,2024,2021,hard_negative_close_unrelated,rule_based_synthetic,0
TN/AGRI/2026/6_TN/WRD/2022/7,TN/WRD/2022/7,TN/AGRI/2026/6,Water Resources Department,Agriculture Department,False,Check Dam Construction,Check Dam Construction,AGRI,AGRI,0.951,Related,Supply and Commissioning of Check Dam Construction at Salem Phase II,Maintenance and Repair of Check Dam Construction at Salem Phase I,0.737,0.443,Salem,Salem,True,11.756222,78.165318,11.73124,78.18673,3626.35,3.626,5000,2022,2026,positive_same_category_close,rule_based_synthetic,1
TN/MSME/2023/44_TN/WRD/2023/260,TN/WRD/2023/260,TN/MSME/2023/44,Water Resources Department,Micro Small and Medium Enterprises Department,False,Water Pipeline Construction,Catering Services,WATER,SERVICES,0.091,Unrelated,Improvement of Water Pipeline Construction at Krishnagiri Phase I,Upgradation of Catering Services at Krishnagiri Package B,0.59,0.153,Krishnagiri,Krishnagiri,True,12.558943,78.280157,12.529829,78.28406,3264.93,3.265,5000,2023,2023,hard_negative_close_unrelated,rule_based_synthetic,0
TN/HWD/2022/72_TN/TANGEDCO/2021/292,TN/HWD/2022/72,TN/TANGEDCO/2021/292,Highways Department,Tamil Nadu Generation and Distribution Corporation,False,Bridge Construction,Power Transmission Line Construction,ROAD,POWER,0.544,Related,Development of Bridge Construction at Salem Package B,Providing Power Transmission Line Construction at Thanjavur Zone 2,0.437,0.017,Salem,Thanjavur,False,11.642694,78.162062,11.661873,78.090545,8075.14,8.075,5000,2022,2021,hard_negative_related_far,rule_based_synthetic,0
TN/HEALTH/2022/44_TN/WRD/2024/149,TN/HEALTH/2022/44,TN/WRD/2024/149,Health and Family Welfare Department,Water Resources Department,False,Housing Scheme Construction,Irrigation Canal Construction,BUILD,AGRI,0.153,Unrelated,Providing Housing Scheme Construction at Thoothukudi Phase II,Upgradation of Irrigation Canal Construction at Namakkal Phase II,0.54,0.756,Thoothukudi,Namakkal,False,8.697332,78.102676,8.047181,78.108118,72295.97,72.296,5000,2022,2024,negative_unrelated_far,rule_based_synthetic,0
TN/PWD/2023/17_TN/RDPR/2023/11,TN/PWD/2023/17,TN/RDPR/2023/11,Public Works Department,Rural Development and Panchayat Raj Department,False,Flyover Construction,Flyover Construction,ROAD,ROAD,0.979,Related,Upgradation of Flyover Construction at Virudhunagar Package B,Construction of Flyover Construction at Virudhunagar Phase I,0.826,0.009,Virudhunagar,Virudhunagar,True,9.568474,77.891255,9.577694,77.854938,4111.89,4.112,5000,2023,2023,positive_same_category_close,rule_based_synthetic,1
TN/AGRI/2024/118_TN/WRD/2022/205,TN/AGRI/2024/118,TN/WRD/2022/205,Agriculture Department,Water Resources Department,False,Check Dam Construction,Water Pipeline Construction,AGRI,WATER,0.676,Related,Upgradation of Check Dam Construction at Coimbatore Zone 1,Upgradation of Water Pipeline Construction at Madurai Phase I,0.639,0.406,Coimbatore,Madurai,False,10.923454,76.975072,12.685845,78.849795,282907.65,282.908,5000,2024,2022,hard_negative_related_far,rule_based_synthetic,0
TN/TWAD/2021/99_TN/WRD/2025/220,TN/TWAD/2021/99,TN/WRD/2025/220,Tamil Nadu Water Supply and Drainage Board,Water Resources Department,False,Canal Lining Work,Agricultural Godown Construction,WATER,AGRI,0.626,Related,Supply and Commissioning of Canal Lining Work at Namakkal Zone 1,Development of Agricultural Godown Construction at Karur Zone 2,0.346,0.089,Namakkal,Karur,False,11.290497,78.205396,11.516553,78.617318,51456.66,51.457,5000,2021,2025,hard_negative_related_far,rule_based_synthetic,0
TN/HWD/2021/19_TN/TANGEDCO/2022/47,TN/TANGEDCO/2022/47,TN/HWD/2021/19,Tamil Nadu Generation and Distribution Corporation,Highways Department,False,Power Transmission Line Construction,Highway Development,POWER,ROAD,0.499,Related,Providing Power Transmission Line Construction at Madurai under Centrally Sponsored Scheme,Construction of Highway Development at Madurai under Centrally Sponsored Scheme,0.663,0.022,Madurai,Madurai,True,9.876657,78.035914,9.896321,78.008497,3714.98,3.715,5000,2022,2021,positive_related_diff_category_close,rule_based_synthetic,1
TN/HEALTH/2023/43_TN/TANGEDCO/2026/241,TN/TANGEDCO/2026/241,TN/HEALTH/2023/43,Tamil Nadu Generation and Distribution Corporation,Health and Family Welfare Department,False,Street Lighting Installation,Hospital Building Construction,POWER,BUILD,0.365,Related,Supply and Commissioning of Street Lighting Installation at Chennai under Centrally Sponsored Scheme,Maintenance and Repair of Hospital Building Construction at Virudhunagar,0.326,0.044,Chennai,Virudhunagar,False,13.14723,80.324307,13.00594,78.286799,221243.36,221.243,5000,2026,2023,hard_negative_related_far,rule_based_synthetic,0
TN/MAWS/2024/63_TN/TANGEDCO/2022/180,TN/TANGEDCO/2022/180,TN/MAWS/2024/63,Tamil Nadu Generation and Distribution Corporation,Municipal Administration and Water Supply Department,False,Transformer Installation,Sewerage Construction,POWER,WATER,0.155,Unrelated,Construction of Transformer Installation at Nagapattinam Package A,Providing Sewerage Construction at Namakkal Phase II,0.424,0.078,Nagapattinam,Namakkal,False,10.826002,79.909532,12.21151,79.662679,156391.45,156.391,5000,2022,2024,negative_unrelated_far,rule_based_synthetic,0
TN/HOUSING/2026/60_TN/TANGEDCO/2022/259,TN/TANGEDCO/2022/259,TN/HOUSING/2026/60,Tamil Nadu Generation and Distribution Corporation,Housing and Urban Development Department,False,Street Lighting Installation,Hospital Building Construction,POWER,BUILD,0.407,Related,Development of Street Lighting Installation at Karur Zone 2,Maintenance and Repair of Hospital Building Construction at Dindigul Package B,0.394,0.668,Karur,Dindigul,False,10.974513,78.030668,10.142378,79.802021,214601.05,214.601,5000,2022,2026,hard_negative_related_far,rule_based_synthetic,0
TN/FISHERIES/2025/9_TN/INDUSTRIES/2022/5,TN/INDUSTRIES/2022/5,TN/FISHERIES/2025/9,Industries Department,Fisheries Department,False,Catering Services,Catering Services,SERVICES,SERVICES,0.978,Related,Development of Catering Services at Cuddalore Phase II,Construction of Catering Services at Cuddalore under State Plan,0.701,0.114,Cuddalore,Cuddalore,True,11.670967,79.739565,11.697928,79.760609,3773.4,3.773,5000,2022,2025,positive_same_category_close,rule_based_synthetic,1
TN/IT/2025/62_TN/WRD/2023/151,TN/WRD/2023/151,TN/IT/2025/62,Water Resources Department,Information Technology Department,False,Agricultural Godown Construction,Networking and Data Center Setup,AGRI,IT,0.049,Unrelated,Development of Agricultural Godown Construction at Virudhunagar Zone 2,Supply and Commissioning of Networking and Data Center Setup at Cuddalore under State Plan,0.3,0.621,Virudhunagar,Cuddalore,False,9.660966,77.958533,9.111679,78.153023,64697.5,64.697,5000,2023,2025,negative_unrelated_far,rule_based_synthetic,0
TN/RDPR/2025/89_TN/TANGEDCO/2023/301,TN/TANGEDCO/2023/301,TN/RDPR/2025/89,Tamil Nadu Generation and Distribution Corporation,Rural Development and Panchayat Raj Department,False,Street Lighting Installation,Flyover Construction,POWER,ROAD,0.457,Related,Providing Street Lighting Installation at Chennai Zone 2,Supply and Commissioning of Flyover Construction at Erode Phase I,0.364,0.042,Chennai,Erode,False,13.05756,80.250071,13.009532,81.832904,171551.71,171.552,5000,2023,2025,hard_negative_related_far,rule_based_synthetic,0
TN/AGRI/2026/18_TN/WRD/2021/32,TN/AGRI/2026/18,TN/WRD/2021/32,Agriculture Department,Water Resources Department,False,Irrigation Canal Construction,Irrigation Canal Construction,AGRI,AGRI,0.953,Related,Construction of Irrigation Canal Construction at Tiruchirappalli under State Plan,Providing Irrigation Canal Construction at Tiruchirappalli under Centrally Sponsored Scheme,0.709,0.233,Tiruchirappalli,Tiruchirappalli,True,10.706073,78.637855,10.733384,78.617038,3794.09,3.794,5000,2026,2021,positive_same_category_close,rule_based_synthetic,1
TN/HED/2021/17_TN/IT/2022/13,TN/HED/2021/17,TN/IT/2022/13,Higher Education Department,Information Technology Department,False,e-Governance System Development,e-Governance System Development,IT,IT,0.98,Related,Improvement of e-Governance System Development at Kanyakumari under State Plan,Improvement of e-Governance System Development at Kanyakumari under State Plan,1.0,0.529,Kanyakumari,Kanyakumari,True,8.153124,77.522897,8.145726,77.488853,3836.52,3.837,5000,2021,2022,positive_same_category_close,rule_based_synthetic,1
TN/IT/2024/32_TN/TANGEDCO/2024/192,TN/TANGEDCO/2024/192,TN/IT/2024/32,Tamil Nadu Generation and Distribution Corporation,Information Technology Department,False,Transformer Installation,IT Infrastructure Services,POWER,IT,0.088,Unrelated,Installation of Transformer Installation at Coimbatore under Centrally Sponsored Scheme,Supply and Commissioning of IT Infrastructure Services at Karur Phase II,0.314,0.086,Coimbatore,Karur,False,10.973225,77.055935,10.427606,75.471803,183408.78,183.409,5000,2024,2024,negative_unrelated_far,rule_based_synthetic,0
TN/HED/2024/43_TN/WRD/2025/148,TN/HED/2024/43,TN/WRD/2025/148,Higher Education Department,Water Resources Department,False,Consultancy Services,Canal Lining Work,SERVICES,WATER,0.099,Unrelated,Construction of Consultancy Services at Ariyalur Zone 1,Upgradation of Canal Lining Work at Madurai Phase I,0.453,0.305,Ariyalur,Madurai,False,11.078521,79.011441,14.046451,78.863205,330410.58,330.411,5000,2024,2025,negative_unrelated_far,rule_based_synthetic,0
TN/PWD/2023/49_TN/TANGEDCO/2024/119,TN/PWD/2023/49,TN/TANGEDCO/2024/119,Public Works Department,Tamil Nadu Generation and Distribution Corporation,False,School Building Construction,Street Lighting Installation,BUILD,POWER,0.437,Related,Upgradation of School Building Construction at Cuddalore Phase I,Construction of Street Lighting Installation at Cuddalore,0.579,0.091,Cuddalore,Cuddalore,True,11.741599,79.683832,11.763086,79.693721,2620.59,2.621,5000,2023,2024,positive_related_diff_category_close,rule_based_synthetic,1
TN/HOUSING/2025/29_TN/PWD/2026/67,TN/HOUSING/2025/29,TN/PWD/2026/67,Housing and Urban Development Department,Public Works Department,False,Housing Scheme Construction,Road Repair and Maintenance,BUILD,ROAD,0.074,Unrelated,Maintenance and Repair of Housing Scheme Construction at Thoothukudi under Centrally Sponsored Scheme,Improvement of Road Repair and Maintenance at Thoothukudi under State Plan,0.4,0.052,Thoothukudi,Thoothukudi,True,8.745904,78.064922,8.48469,78.84914,90978.17,90.978,5000,2025,2026,negative_unrelated_far,rule_based_synthetic,0
TN/WRD/2022/15_TN/WRD/2024/26,TN/WRD/2024/26,TN/WRD/2022/15,Water Resources Department,Water Resources Department,True,Canal Lining Work,Canal Lining Work,WATER,WATER,0.928,Related,Installation of Canal Lining Work at Cuddalore Package A,Upgradation of Canal Lining Work at Cuddalore Stage 1,0.826,0.047,Cuddalore,Cuddalore,True,11.779191,79.676072,11.768507,79.699993,2862.14,2.862,5000,2024,2022,positive_same_category_close,rule_based_synthetic,1
TN/PWD/2022/47_TN/TANGEDCO/2023/108,TN/TANGEDCO/2023/108,TN/PWD/2022/47,Tamil Nadu Generation and Distribution Corporation,Public Works Department,False,Power Transmission Line Construction,Road Repair and Maintenance,POWER,ROAD,0.455,Related,Providing Power Transmission Line Construction at Kanyakumari Phase I,Construction of Road Repair and Maintenance at Kanyakumari under Centrally Sponsored Scheme,0.375,0.017,Kanyakumari,Kanyakumari,True,8.171655,77.482911,8.184701,77.506762,2999.29,2.999,5000,2023,2022,positive_related_diff_category_close,rule_based_synthetic,1
TN/TANGEDCO/2022/174_TN/WRD/2025/130,TN/WRD/2025/130,TN/TANGEDCO/2022/174,Water Resources Department,Tamil Nadu Generation and Distribution Corporation,False,Canal Lining Work,Street Lighting Installation,WATER,POWER,0.147,Unrelated,Improvement of Canal Lining Work at Erode Phase I,Construction of Street Lighting Installation at Tiruchirappalli Phase I,0.467,0.046,Erode,Tiruchirappalli,False,11.426604,77.733828,8.734291,76.714314,319497.51,319.498,5000,2025,2022,negative_unrelated_far,rule_based_synthetic,0
TN/SED/2024/56_TN/TWAD/2022/71,TN/SED/2024/56,TN/TWAD/2022/71,School Education Department,Tamil Nadu Water Supply and Drainage Board,False,School Building Construction,Water Pipeline Construction,BUILD,WATER,0.125,Unrelated,Supply and Commissioning of School Building Construction at Vellore Package B,Providing Water Pipeline Construction at Nagapattinam Package A,0.5,0.092,Vellore,Nagapattinam,False,13.003613,79.197906,11.970894,77.403948,226090.35,226.09,5000,2024,2022,negative_unrelated_far,rule_based_synthetic,0
TN/TWAD/2023/42_TN/WRD/2023/105,TN/WRD/2023/105,TN/TWAD/2023/42,Water Resources Department,Tamil Nadu Water Supply and Drainage Board,False,Agricultural Godown Construction,Canal Lining Work,AGRI,WATER,0.662,Related,Development of Agricultural Godown Construction at Nagapattinam Phase I,Providing Canal Lining Work at Nagapattinam Phase I,0.525,0.758,Nagapattinam,Nagapattinam,True,10.806957,79.942423,10.81505,79.923175,2286.8,2.287,5000,2023,2023,positive_related_diff_category_close,rule_based_synthetic,1
TN/IT/2026/85_TN/TANGEDCO/2025/296,TN/TANGEDCO/2025/296,TN/IT/2026/85,Tamil Nadu Generation and Distribution Corporation,Information Technology Department,False,Transformer Installation,Software Development,POWER,IT,0.049,Unrelated,Improvement of Transformer Installation at Sivaganga Package A,Construction of Software Development at Sivaganga Stage 1,0.437,0.017,Sivaganga,Sivaganga,True,9.759735,78.469015,9.760867,78.49174,2493.51,2.494,5000,2025,2026,hard_negative_close_unrelated,rule_based_synthetic,0
TN/RDPR/2024/14_TN/WRD/2023/43,TN/WRD/2023/43,TN/RDPR/2024/14,Water Resources Department,Rural Development and Panchayat Raj Department,False,Farm Pond Construction,Farm Pond Construction,AGRI,AGRI,0.945,Related,Construction of Farm Pond Construction at Coimbatore Zone 2,Installation of Farm Pond Construction at Coimbatore Package B,0.826,0.168,Coimbatore,Coimbatore,True,11.065175,76.932134,11.096174,76.945071,3724.82,3.725,5000,2023,2024,positive_same_category_close,rule_based_synthetic,1
TN/INDUSTRIES/2021/23_TN/TANGEDCO/2025/172,TN/TANGEDCO/2025/172,TN/INDUSTRIES/2021/23,Tamil Nadu Generation and Distribution Corporation,Industries Department,False,Power Transmission Line Construction,Catering Services,POWER,SERVICES,0.0,Unrelated,Installation of Power Transmission Line Construction at Tiruchirappalli Zone 2,Improvement of Catering Services at Chennai Zone 2,0.422,0.026,Tiruchirappalli,Chennai,False,10.821633,78.809298,11.111825,79.64914,97193.35,97.193,5000,2025,2021,negative_unrelated_far,rule_based_synthetic,0
TN/HEALTH/2021/25_TN/RDPR/2026/49,TN/HEALTH/2021/25,TN/RDPR/2026/49,Health and Family Welfare Department,Rural Development and Panchayat Raj Department,False,Housing Scheme Construction,Road Construction,BUILD,ROAD,0.147,Unrelated,Development of Housing Scheme Construction at Vellore under State Plan,Supply and Commissioning of Road Construction at Coimbatore Phase II,0.478,0.068,Vellore,Coimbatore,False,13.00735,79.117235,12.914089,79.032812,13828.61,13.829,5000,2021,2026,negative_unrelated_far,rule_based_synthetic,0
TN/SED/2024/14_TN/TANGEDCO/2021/42,TN/SED/2024/14,TN/TANGEDCO/2021/42,School Education Department,Tamil Nadu Generation and Distribution Corporation,False,Transformer Installation,Transformer Installation,POWER,POWER,0.958,Related,Maintenance and Repair of Transformer Installation at Chennai under Centrally Sponsored Scheme,Supply and Commissioning of Transformer Installation at Chennai,0.573,0.131,Chennai,Chennai,True,13.155483,80.266401,13.127643,80.23667,4466.25,4.466,5000,2024,2021,positive_same_category_close,rule_based_synthetic,1
TN/RDPR/2025/5_TN/TANGEDCO/2022/17,TN/TANGEDCO/2022/17,TN/RDPR/2025/5,Tamil Nadu Generation and Distribution Corporation,Rural Development and Panchayat Raj Department,False,Electrical Substation Construction,Electrical Substation Construction,POWER,POWER,0.972,Related,Supply and Commissioning of Electrical Substation Construction at Salem Zone 1,Construction of Electrical Substation Construction at Salem under State Plan,0.74,0.805,Salem,Salem,True,11.730824,78.199549,11.736713,78.164748,3845.0,3.845,5000,2022,2025,positive_same_category_close,rule_based_synthetic,1
TN/PWD/2025/20_TN/TANGEDCO/2021/47,TN/TANGEDCO/2021/47,TN/PWD/2025/20,Tamil Nadu Generation and Distribution Corporation,Public Works Department,False,Community Hall Construction,Community Hall Construction,BUILD,BUILD,0.932,Related,Improvement of Community Hall Construction at Erode Package B,Construction of Community Hall Construction at Erode Package A,0.846,0.026,Erode,Erode,True,11.422988,77.713087,11.447391,77.74526,4433.77,4.434,5000,2021,2025,positive_same_category_close,rule_based_synthetic,1
TN/SED/2023/23_TN/TANGEDCO/2023/84,TN/SED/2023/23,TN/TANGEDCO/2023/84,School Education Department,Tamil Nadu Generation and Distribution Corporation,False,School Building Construction,Electrical Substation Construction,BUILD,POWER,0.432,Related,Improvement of School Building Construction at Nagapattinam Zone 1,Providing Electrical Substation Construction at Nagapattinam Phase II,0.593,0.026,Nagapattinam,Nagapattinam,True,10.760147,79.81596,10.735179,79.805751,2991.95,2.992,5000,2023,2023,positive_related_diff_category_close,rule_based_synthetic,1
TN/HWD/2023/28_TN/TANGEDCO/2025/80,TN/TANGEDCO/2025/80,TN/HWD/2023/28,Tamil Nadu Generation and Distribution Corporation,Highways Department,False,Electrical Substation Construction,Flyover Construction,POWER,ROAD,0.506,Related,Installation of Electrical Substation Construction at Thoothukudi Zone 1,Development of Flyover Construction at Thoothukudi Zone 2,0.667,0.804,Thoothukudi,Thoothukudi,True,8.702695,78.05465,8.69104,78.09241,4348.07,4.348,5000,2025,2023,positive_related_diff_category_close,rule_based_synthetic,1
TN/AGRI/2023/79_TN/TANGEDCO/2021/180,TN/TANGEDCO/2021/180,TN/AGRI/2023/79,Tamil Nadu Generation and Distribution Corporation,Agriculture Department,False,Street Lighting Installation,Agricultural Godown Construction,POWER,AGRI,0.109,Unrelated,Providing Street Lighting Installation at Ariyalur Phase II,Upgradation of Agricultural Godown Construction at Coimbatore Phase II,0.434,0.692,Ariyalur,Coimbatore,False,11.064096,79.007594,13.492332,79.959547,289137.03,289.137,5000,2021,2023,negative_unrelated_far,rule_based_synthetic,0
TN/AGRI/2026/50_TN/PWD/2023/71,TN/AGRI/2026/50,TN/PWD/2023/71,Agriculture Department,Public Works Department,False,Agricultural Godown Construction,Building Construction,AGRI,BUILD,0.193,Unrelated,Providing Agricultural Godown Construction at Krishnagiri Package A,Improvement of Building Construction at Nagapattinam Phase II,0.516,0.014,Krishnagiri,Nagapattinam,False,12.465456,78.239906,12.375287,79.345805,120510.06,120.51,5000,2026,2023,negative_unrelated_far,rule_based_synthetic,0
TN/IT/2024/4_TN/RDPR/2021/4,TN/RDPR/2021/4,TN/IT/2024/4,Rural Development and Panchayat Raj Department,Information Technology Department,False,IT Infrastructure Services,IT Infrastructure Services,IT,IT,0.96,Related,Providing IT Infrastructure Services at Virudhunagar Zone 2,Maintenance and Repair of IT Infrastructure Services at Virudhunagar Package A,0.701,0.87,Virudhunagar,Virudhunagar,True,9.556029,77.882036,9.521189,77.864061,4346.65,4.347,5000,2021,2024,positive_same_category_close,rule_based_synthetic,1
TN/HWD/2024/59_TN/SED/2021/36,TN/HWD/2024/59,TN/SED/2021/36,Highways Department,School Education Department,False,Highway Development,Building Construction,ROAD,BUILD,0.071,Unrelated,Installation of Highway Development at Namakkal Zone 1,Upgradation of Building Construction at Dindigul Zone 2,0.495,0.086,Namakkal,Dindigul,False,11.20911,78.218827,9.332403,76.973271,249234.66,249.235,5000,2024,2021,negative_unrelated_far,rule_based_synthetic,0
TN/HWD/2022/46_TN/TWAD/2025/49,TN/HWD/2022/46,TN/TWAD/2025/49,Highways Department,Tamil Nadu Water Supply and Drainage Board,False,Highway Development,Farm Pond Construction,ROAD,AGRI,0.105,Unrelated,Upgradation of Highway Development at Virudhunagar,Improvement of Farm Pond Construction at Thoothukudi Package A,0.286,0.076,Virudhunagar,Thoothukudi,False,9.636842,77.969475,9.836766,76.480438,164695.29,164.695,5000,2022,2025,negative_unrelated_far,rule_based_synthetic,0
TN/MAWS/2021/101_TN/PWD/2021/154,TN/PWD/2021/154,TN/MAWS/2021/101,Public Works Department,Municipal Administration and Water Supply Department,False,Bridge Construction,Drainage Construction,ROAD,WATER,0.509,Related,Installation of Bridge Construction at Namakkal under State Plan,Improvement of Drainage Construction at Karur under Centrally Sponsored Scheme,0.549,0.031,Namakkal,Karur,False,11.134026,78.200658,13.696062,77.64215,291268.84,291.269,5000,2021,2021,hard_negative_related_far,rule_based_synthetic,0
